region,district,isocode,year,population,data_year,country,source_sheet,data_level,week_number,cases,deaths,attack_rate,case_fatality_rate
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,1,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,2,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,3,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,4,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,5,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,6,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,7,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,8,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,9,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,10,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,11,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,12,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,13,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,14,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,15,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,16,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,17,2,0,0.12799180852425446,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,18,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,19,2,0,0.12799180852425446,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,20,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,21,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,22,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,23,1,0,0.06399590426212723,0.0
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,24,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,25,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,26,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,27,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,28,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,29,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,30,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,31,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,32,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,33,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,34,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,35,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,36,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,44,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,45,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,46,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,47,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,48,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,49,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,50,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,51,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,52,0,0,0.0,
ADAMAOUA,,,,1562600,2025,Cameroun,mcs_2025,region,53,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,1,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,2,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,3,3,0,0.05696819807310766,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,4,1,0,0.018989399357702556,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,5,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,6,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,7,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,8,3,0,0.05696819807310766,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,9,3,0,0.05696819807310766,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,10,1,0,0.018989399357702556,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,11,5,0,0.09494699678851277,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,12,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,13,2,1,0.03797879871540511,50.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,14,7,0,0.1329257955039179,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,15,8,0,0.15191519486162045,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,16,12,0,0.22787279229243065,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,17,8,0,0.15191519486162045,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,18,7,0,0.1329257955039179,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,19,6,0,0.11393639614621533,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,20,9,0,0.170904594219323,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,21,6,0,0.11393639614621533,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,22,6,0,0.11393639614621533,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,23,9,0,0.170904594219323,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,24,11,0,0.20888339293472813,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,25,1,0,0.018989399357702556,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,26,2,0,0.03797879871540511,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,27,3,0,0.05696819807310766,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,28,9,0,0.170904594219323,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,29,7,0,0.1329257955039179,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,30,3,0,0.05696819807310766,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,31,6,0,0.11393639614621533,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,32,9,0,0.170904594219323,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,33,7,0,0.1329257955039179,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,34,4,0,0.07595759743081022,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,35,11,0,0.20888339293472813,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,36,5,0,0.09494699678851277,0.0
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,44,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,45,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,46,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,47,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,48,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,49,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,50,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,51,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,52,0,0,0.0,
CENTRE,,,,5266096,2025,Cameroun,mcs_2025,region,53,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,1,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,2,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,3,4,0,0.28079692976636994,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,4,5,0,0.3509961622079624,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,5,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,6,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,7,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,8,3,0,0.21059769732477746,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,9,3,0,0.21059769732477746,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,10,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,11,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,12,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,13,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,14,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,15,3,0,0.21059769732477746,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,16,3,0,0.21059769732477746,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,17,4,0,0.28079692976636994,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,18,3,0,0.21059769732477746,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,19,5,0,0.3509961622079624,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,20,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,21,5,0,0.3509961622079624,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,22,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,23,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,24,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,25,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,26,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,27,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,28,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,29,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,30,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,31,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,32,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,33,2,0,0.14039846488318497,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,34,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,35,1,0,0.07019923244159249,0.0
EST,,,,1424517,2025,Cameroun,mcs_2025,region,36,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,44,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,45,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,46,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,47,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,48,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,49,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,50,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,51,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,52,0,0,0.0,
EST,,,,1424517,2025,Cameroun,mcs_2025,region,53,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,1,3,0,0.05700779752654568,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,2,6,0,0.11401559505309136,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,3,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,4,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,5,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,6,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,7,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,8,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,9,4,0,0.0760103967020609,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,10,3,0,0.05700779752654568,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,11,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,12,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,13,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,14,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,15,4,0,0.0760103967020609,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,16,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,17,4,0,0.0760103967020609,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,18,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,19,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,20,3,0,0.05700779752654568,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,21,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,22,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,23,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,24,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,25,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,26,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,27,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,28,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,29,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,30,5,0,0.09501299587757613,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,31,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,32,3,0,0.05700779752654568,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,33,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,34,1,0,0.019002599175515226,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,35,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,36,2,0,0.03800519835103045,0.0
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,44,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,45,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,46,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,47,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,48,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,49,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,50,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,51,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,52,0,0,0.0,
EXTREME NORD,,,,5262438,2025,Cameroun,mcs_2025,region,53,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,1,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,2,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,3,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,4,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,5,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,6,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,7,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,8,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,9,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,10,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,11,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,12,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,13,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,14,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,15,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,16,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,17,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,18,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,19,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,20,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,21,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,22,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,23,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,24,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,25,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,26,1,0,0.022340892076288782,0.0
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,27,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,28,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,29,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,30,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,31,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,32,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,33,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,34,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,35,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,36,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,44,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,45,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,46,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,47,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,48,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,49,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,50,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,51,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,52,0,0,0.0,
LITTORAL,,,,4476097,2025,Cameroun,mcs_2025,region,53,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,1,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,2,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,3,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,4,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,5,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,6,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,7,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,8,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,9,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,10,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,11,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,12,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,13,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,14,3,0,0.0938339227146279,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,15,4,0,0.1251118969528372,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,16,2,0,0.0625559484764186,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,17,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,18,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,19,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,20,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,21,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,22,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,23,3,0,0.0938339227146279,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,24,3,0,0.0938339227146279,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,25,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,26,2,0,0.0625559484764186,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,27,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,28,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,29,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,30,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,31,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,32,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,33,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,34,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,35,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,36,1,0,0.0312779742382093,0.0
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,37,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,38,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,39,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,40,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,41,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,42,0,0,0.0,
NORD,,,,3197138,2025,Cameroun,mcs_2025,region,43,0,0,0.0,
